Toronto C04,242.3,"$1,495,300",7.40%,245.2,"$1,727,600",3.77%,249.3,"$1,167,100",3.70%,293.0,"$1,077,100 36.92%",222.9,"$515,500",,27.37%
Toronto C06,260.8,"$1,015,600",6.36%,262.8,"$1,122,500",-5.47%,211.2,"$781,300",-3.07%,227.9,"$611,200 14.93%",261.6,"$578,500",,24.87%
Toronto C07,248.1,"$858,300",9.15%,292.6,"$1,338,500",-3.05%,210.0,"$751,400",-5.06%,225.2,"$634,700 14.55%",224.5,"$548,200",,25.35%
Toronto C08,238.4,"$623,600",14.56%,256.0,"$1,493,600",8.57%,254.9,"$1,216,000",5.29%,243.0,"$634,600 7.62%",236.8,"$511,900",,16.25%
Toronto C09,162.3,"$1,148,800",11.78%,130.4,"$1,638,000",0.46%,143.6,"$1,168,500",-0.28%,250.3,"$1,370,900 15.35%",182.1,"$603,300",,20.28%
Toronto C10,254.5,"$993,600",12.46%,257.4,"$1,589,200",5.02%,246.9,"$1,219,700",4.13%,238.0,"$694,700 10.13%",256.4,"$612,300",,17.56%
Toronto C11,238.9,"$845,400",12.53%,196.4,"$1,337,900",-0.10%,222.3,"$984,300",-0.45%,209.6,"$363,100 8.32%",274.0,"$397,800",,20.60%
Toronto C12,211.9,"$1,807,900",5.53%,197.2,"$2,113,500",-2.42%,256.8,"$1,074,900",-3.31%,211.7,"$847,000 9.52%",252.3,"$791,000",,28.01%
Toronto C13,233.9,"$846,900",7.99%,249.7,"$1,331,600",-3.74%,223.7,"$713,800",-6.83%,237.9,"$687,800 13.83%",218.4,"$439,800",,26.98%
Toronto C14,254.5,"$832,200",14.90%,295.2,"$1,597,000",-3.66%,230.9,"$1,124,300",-7.90%,305.4,"$822,400 21.19%",237.4,"$597,800",,25.94%
Toronto C15,248.1,"$805,200",10.61%,315.2,"$1,480,000",-0.32%,261.6,"$850,500",-3.68%,283.1,"$677,600 20.06%",208.6,"$485,100",,28.05%
Toronto E01,300.8,"$939,400",13.34%,298.5,"$1,053,300",10.84%,306.6,"$967,200",10.97%,345.9,"$632,300 18.38%",271.9,"$644,900",,23.70%
Toronto E02,265.9,"$998,100",12.81%,230.7,"$1,051,100",12.04%,278.9,"$934,000",13.24%,291.5,"$875,200 16.97%",252.6,"$690,600",,11.47%
Toronto E03,246.1,"$757,100",3.93%,254.2,"$857,000",1.32%,237.0,"$776,100",5.52%,-,- -,218.9,"$319,800",,19.75%
Toronto E04,245.4,"$606,100",12.52%,240.5,"$709,100",4.57%,250.7,"$604,100",8.06%,233.8,"$506,800 13.44%",260.0,"$398,900",,31.85%
Toronto E05,246.2,"$646,000",9.52%,257.8,"$907,900",0.78%,249.5,"$687,500",-2.54%,251.4,"$546,700 7.94%",229.4,"$450,600",,27.80%
Toronto E06,255.4,"$712,200",7.00%,257.1,"$734,300",5.89%,264.4,"$628,900",8.54%,254.5,"$629,400 16.10%",237.0,"$501,200",,19.04%
Toronto E07,256.9,"$629,700",11.89%,268.2,"$879,100",1.25%,258.6,"$676,200",2.42%,257.5,"$557,800 5.75%",247.1,"$423,200",,27.57%
Toronto E08,251.0,"$605,700",15.88%,246.6,"$768,700",5.34%,225.2,"$583,700",8.32%,243.2,"$496,400 19.86%",261.9,"$417,800",,37.77%
Toronto E09,239.3,"$572,200",14.99%,244.2,"$693,400",4.63%,232.1,"$567,700",6.47%,269.9,"$501,600 16.29%",231.4,"$434,000",,28.06%
Toronto E10,257.6,"$722,000",9.43%,247.0,"$791,400",5.56%,238.6,"$618,700",6.80%,310.6,"$542,300 21.04%",247.8,"$399,500",,40.40%
