Toronto C04,247.0,"$1,524,300",0.04%,249.2,"$1,755,700",-1.07%,246.0,"$1,151,700",-2.61%,311.6,"$1,145,400 -4.59%",233.7,,"$540,500",6.76%
Toronto C06,274.8,"$1,070,100",-1.01%,263.9,"$1,127,200",-11.08%,205.7,"$760,900",-10.10%,246.2,"$660,300 -1.01%",288.3,,"$637,600",11.44%
Toronto C07,256.7,"$888,100",-3.68%,296.1,"$1,354,500",-11.74%,210.8,"$754,300",-13.99%,241.5,"$680,700 -1.91%",238.4,,"$582,200",5.86%
Toronto C08,263.5,"$689,300",9.56%,280.9,"$1,638,900",4.11%,277.3,"$1,322,800",3.12%,266.3,"$695,500 5.30%",262.2,,"$566,800",10.26%
Toronto C09,189.5,"$1,341,400",11.87%,138.8,"$1,743,600",3.43%,152.7,"$1,242,600",2.00%,280.6,"$1,536,800 4.62%",220.3,,"$729,900",14.32%
Toronto C10,264.4,"$1,032,200",4.05%,245.8,"$1,517,600",-6.58%,235.1,"$1,161,400",-7.48%,264.2,"$771,200 0.72%",275.7,,"$658,400",9.93%
Toronto C11,266.0,"$941,300",10.33%,209.3,"$1,425,700",2.75%,235.3,"$1,041,900",1.60%,220.9,"$382,700 1.01%",312.0,,"$453,000",14.50%
Toronto C12,218.4,"$1,863,300",-4.34%,200.1,"$2,144,600",-8.67%,257.8,"$1,079,100",-10.52%,210.8,"$843,400 -2.72%",270.3,,"$847,500",4.65%
Toronto C13,243.5,"$881,700",-4.10%,243.9,"$1,300,700",-16.19%,220.4,"$703,300",-14.47%,240.4,"$695,000 -1.96%",242.8,,"$488,900",11.38%
Toronto C14,261.9,"$856,400",-0.08%,283.8,"$1,535,300",-13.90%,233.6,"$1,137,500",-15.55%,318.1,"$856,600 -3.52%",251.1,,"$632,300",7.86%
Toronto C15,246.1,"$798,700",-4.35%,288.3,"$1,353,700",-11.65%,239.9,"$779,900",-13.36%,281.4,"$673,500 -3.30%",223.5,,"$519,700",4.78%
Toronto E01,331.2,"$1,034,400",7.88%,323.1,"$1,140,100",5.76%,336.5,"$1,061,500",8.06%,370.1,"$676,600 -1.28%",310.9,,"$737,500",13.88%
Toronto E02,285.6,"$1,072,000",5.35%,248.6,"$1,132,700",5.29%,300.0,"$1,004,600",5.67%,306.2,"$919,300 -1.16%",271.8,,"$743,100",8.98%
Toronto E03,264.5,"$813,700",4.67%,270.0,"$910,300",3.09%,253.4,"$829,800",4.11%,-,- -,254.9,,"$372,400",17.03%
Toronto E04,260.8,"$644,100",2.68%,243.6,"$718,200",-2.75%,253.3,"$610,400",-1.86%,249.2,"$540,200 1.71%",297.2,,"$456,000",11.65%
Toronto E05,247.3,"$648,900",-3.32%,257.5,"$906,900",-5.75%,250.2,"$689,400",-6.33%,252.7,"$549,500 -7.30%",233.8,,"$459,200",4.19%
Toronto E06,265.0,"$739,000",2.44%,265.2,"$757,400",1.14%,265.6,"$631,800",1.14%,252.3,"$623,900 -5.82%",260.7,,"$551,300",14.29%
Toronto E07,260.1,"$637,600",-3.52%,265.5,"$870,200",-10.82%,256.2,"$669,900",-12.89%,268.1,"$580,800 -4.35%",255.8,,"$438,100",6.49%
