Toronto C04,184,"$1,141,200",10.23%,191,"$1,335,900",11.36%,184,"$880,600",7.41%,170,"$635,900 9.03%",151,"$357,800",,3.29%
Toronto C06,197,"$786,300",8.96%,207,"$883,900",11.26%,181,"$675,800",10.10%,-,- -,184,"$407,100",,4.01%
Toronto C07,184,"$633,300",10.02%,222,"$1,014,000",13.24%,178,"$636,300",6.90%,158,"$462,900 10.05%",157,"$368,900",,6.82%
Toronto C08,177,"$455,700",3.45%,154,"$477,400",0.07%,186,"$776,400",0.59%,174,"$526,800 -4.35%",178,"$392,600",,4.71%
Toronto C09,138,"$1,024,100",1.62%,134,"$1,683,300",2.29%,157,"$1,276,000",2.62%,169,"$872,800 -2.54%",138,"$455,600",,1.63%
Toronto C10,203,"$793,400",7.39%,194,"$1,193,000",8.36%,201,"$994,700",10.18%,234,"$537,100 -0.26%",202,"$483,000",,4.62%
Toronto C11,186,"$667,900",8.44%,193,"$1,292,800",10.49%,215,"$952,400",6.49%,127,"$203,200 5.64%",182,"$258,500",,7.39%
Toronto C12,169,"$1,447,500",6.90%,161,"$1,730,300",9.52%,189,"$811,300",13.31%,199,"$674,100 7.10%",178,"$560,800",,-0.67%
Toronto C13,180,"$663,700",11.74%,196,"$1,047,500",14.13%,182,"$583,000",14.28%,186,"$530,500 2.25%",160,"$315,600",,7.99%
Toronto C14,189,"$641,600",6.19%,235,"$1,273,900",12.83%,199,"$971,800",4.08%,220,"$744,400 3.04%",168,"$422,500",,3.07%
Toronto C15,187,"$625,900",9.15%,223,"$1,043,000",13.75%,203,"$659,900",11.87%,200,"$492,000 9.42%",148,"$345,400",,3.87%
Toronto E01,214,"$664,500",5.89%,216,"$728,500",8.28%,224,"$707,000",6.36%,190,"$384,000 -12.89%",194,"$459,900",,4.70%
Toronto E02,204,"$759,800",9.87%,188,"$826,200",9.71%,215,"$717,100",9.94%,200,"$640,800 6.61%",208,"$570,500",,13.65%
Toronto E03,196,"$602,200",14.39%,202,"$678,600",16.36%,192,"$626,200",11.16%,-,- -,154,"$229,900",,12.52%
Toronto E04,192,"$481,000",9.49%,197,"$582,300",8.83%,192,"$465,900",10.92%,184,"$397,500 5.21%",186,"$281,200",,7.78%
Toronto E05,185,"$495,500",9.91%,209,"$737,300",10.30%,203,"$558,800",9.56%,197,"$428,000 14.28%",152,"$298,600",,6.74%
Toronto E06,204,"$577,200",11.45%,205,"$586,200",11.23%,206,"$489,600",7.64%,192,"$473,500 10.06%",190,"$418,300",,14.90%
Toronto E07,198,"$487,800",9.89%,228,"$744,600",13.30%,215,"$562,500",13.03%,202,"$437,400 9.79%",166,"$283,400",,5.82%
Toronto E08,189,"$465,200",14.23%,206,"$643,100",16.71%,175,"$450,300",5.60%,185,"$376,800 9.04%",148,"$235,800",,3.94%
Toronto E09,179,"$432,900",10.75%,198,"$563,500",11.49%,186,"$455,700",13.02%,187,"$345,000 18.26%",156,"$293,300",,8.69%
Toronto E10,196,"$555,200",14.68%,197,"$630,600",14.40%,187,"$485,900",12.19%,214,"$375,300 22.39%",134,"$215,500",,-0.30%
Toronto E11,189,"$415,800",15.07%,209,"$581,500",13.93%,203,"$461,100",15.44%,151,"$296,700 14.57%",157,"$234,800",,18.27%
"",,,,,,,,,,,"MLS HPI®, September 2015",,,,2
"",Index,Benchmark,Yr./Yr. % Chg.,Index,Benchmark,Yr./Yr. % Chg.,Index,Benchmark,Yr./Yr. % Chg.,Index,Benchmark,Yr./Yr. % Chg.,Index,Benchmark,Yr./Yr. % Chg.
TREB Total,186,"$567,000",10.46%,190,"$708,100",12.01%,195,"$550,200",11.20%,181,"$395,000",9.85%,165,"$330,600",5.65%
City of Toronto,185,"$607,600",8.62%,197,"$852,800",10.88%,200,"$662,900",8.54%,185,"$446,400",8.84%,167,"$345,900",5.95%
Toronto W01,168,"$686,600",3.76%,179,"$920,000",7.08%,192,"$741,600",8.96%,220,"$453,000",5.16%,143,"$333,700",0.63%
Toronto W02,193,"$696,200",2.17%,198,"$811,100",1.70%,223,"$681,900",2.44%,161,"$445,000",7.74%,145,"$586,900",5.39%
Toronto W03,202,"$523,100",12.24%,204,"$555,900",11.39%,211,"$539,500",14.08%,-,-,-,144,"$273,700",4.44%
Toronto W04,176,"$461,800",10.95%,184,"$581,000",11.71%,186,"$540,300",16.42%,157,"$381,200",10.11%,154,"$226,100",4.07%
Toronto W05,168,"$400,600",13.86%,184,"$614,100",15.27%,171,"$498,700",14.73%,166,"$273,500",15.97%,140,"$184,400",7.09%
Toronto W06,161,"$469,800",5.77%,203,"$643,700",11.18%,169,"$511,200",10.12%,185,"$544,200",11.00%,123,"$308,000",-1.60%
Toronto W07,180,"$766,700",8.77%,188,"$814,200",10.24%,177,"$726,600",10.40%,137,"$502,800",0.51%,111,"$448,100",-1.34%
Toronto W08,158,"$644,000",7.32%,173,"$907,000",9.26%,172,"$654,400",4.80%,155,"$379,400",5.94%,143,"$287,300",5.70%
Toronto W09,169,"$433,400",10.13%,186,"$695,100",12.81%,170,"$477,100",4.87%,174,"$449,500",8.35%,134,"$172,100",2.68%
Toronto W10,164,"$381,100",9.54%,181,"$531,100",10.26%,175,"$474,300",8.34%,156,"$281,000",13.79%,137,"$208,400",7.23%
Toronto C01,197,"$488,200",7.12%,195,"$687,600",-1.02%,211,"$733,700",2.08%,186,"$552,600",4.04%,195,"$405,200",8.29%
Toronto C02,194,"$922,100",3.74%,178,"$1,407,700",2.19%,204,"$1,071,800",3.03%,190,"$888,500",2.43%,192,"$534,900",5.04%
Toronto C03,206,"$1,058,200",8.04%,200,"$1,207,800",7.45%,213,"$788,200",10.94%,-,-,-,205,"$541,300",5.18%
Toronto C04,184,"$1,141,200",10.23%,191,"$1,335,900",11.36%,184,"$880,600",7.41%,170,"$635,900",9.03%,151,"$357,800",3.29%
Toronto C06,197,"$786,300",8.96%,207,"$883,900",11.26%,181,"$675,800",10.10%,-,-,-,184,"$407,100",4.01%
Toronto C07,184,"$633,300",10.02%,222,"$1,014,000",13.24%,178,"$636,300",6.90%,158,"$462,900",10.05%,157,"$368,900",6.82%
